PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
11,2023-05-30,19:18:11.23,3,1,"Penrod, Zach",683068,Left,MIS_PAD,"Trammell, Brandon",8898958,Right,ROC_VIB,Undefined,1,Top,1,0,0,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,83.49989,-0.051029,2.369198,2413.961787,257.847608,2:30,6.08895,-2.77854,5.7424,-37.526,2.5278,6.37886,2.91423,-0.03981,77.17592,-6.929916,3.50995,0.455505,83.89854,66.208657,90.628699,,,,,,25.08916,,,-2.64752,1.64201,2.57746,50,6.06155,-5.27055,-121.30803,-1.37823,-3.96963,22.35023,-29.7121,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,02643970-ff51-11ed-b453-ebf3d8e2a684,82.74866,65.82669,,6.32397,,,,0.53064,2.80537,-0.01468,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:18:11.23,2023-05-30T19:18:11.2342572-06:00,2023-05-31T01:18:11.2342572Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,333db522-d6ce-4167-92f9-3c321bcb5bc6,54.75694,-122.18133,11.17512,6.09272,-0.21729,-14.85605,2.78037,-5.11545,-1.98481,,0.53064,-0.54466,13.80252,-6.07051,2.91069,-1.42318,0.62243,-0.19801,0.03175,2.80537,112.59412,-66.1824,25.0247,-12.09103,5.92621,-2.59351,0.82486,-0.1322,-0.01468,49.6365,-105.33867,46.27741,-22.19481,10.85437,-4.74735,1.51016,-0.2421,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
12,2023-05-30,19:18:35.09,3,2,"Penrod, Zach",683068,Left,MIS_PAD,"Trammell, Brandon",8898958,Right,ROC_VIB,Undefined,1,Top,1,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,94.08236,-2.663175,3.353468,2393.19695,143.076847,10:45,6.44336,-2.42506,6.21245,-16.35414,14.88367,-10.44182,2.61677,-0.19686,86.15261,-5.76815,1.471856,0.402264,73.46575,34.202617,-145.711846,4954.013347,,,,,71.44032,,,6.32788,8.74445,2.17855,50,6.23501,-7.55069,-136.43145,-6.84548,11.94728,29.53375,-15.6641,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,10946d30-ff51-11ed-b453-ebf3d8e2a684,93.70067,36.63266,,7.92975,,,,0.39611,2.38698,0.24978,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:18:35.09,2023-05-30T19:18:35.0994988-06:00,2023-05-31T01:18:35.0994988Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,7d1780a2-5a8a-4457-ae62-05535f014ea9,54.2855,-137.35601,14.76688,6.44163,-6.35511,-7.83205,2.42078,-7.9247,5.97364,50.119964,0.39611,-73.62799,2.68953,0.29354,-0.1496,0.05208,-0.01261,0.00308,-0.00042,2.38698,60.56833,-26.90164,3.29649,-0.73227,0.15276,-0.03207,0.00627,-0.00071,0.24978,-50.20331,12.12693,-2.4715,0.54573,-0.11093,0.02495,-0.00483,0.00055,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
13,2023-05-30,19:19:03.91,3,3,"Penrod, Zach",683068,Left,MIS_PAD,"Trammell, Brandon",8898958,Right,ROC_VIB,Undefined,1,Top,1,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.75762,-1.320224,1.607062,2428.662577,160.210742,11:15,6.57741,-2.56219,6.05675,-13.97394,16.9193,-5.73796,4.19024,-1.55248,86.57751,-3.998574,0.574457,0.40004,,,,,,,,,,,,3.36772,9.34296,2.44022,50,6.46709,-3.60173,-137.61136,-3.56927,6.46523,30.20572,-14.23765,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,21bcf960-ff51-11ed-b453-ebf3d8e2a684,94.22174,,,8.18011,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:19:03.91,2023-05-30T19:19:03.9157804-06:00,2023-05-31T01:19:03.9157804Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,c09cb407-ef73-4cb9-9f40-3f1e435a24c7,54.43881,-138.58225,15.10286,6.57447,-3.11163,-7.11883,2.55932,-3.80953,3.23262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
14,2023-05-30,19:19:25.70,3,4,"Penrod, Zach",683068,Left,MIS_PAD,"Trammell, Brandon",8898958,Right,ROC_VIB,Undefined,1,Top,1,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,86.82808,0.881848,2.327837,2383.904661,223.111422,1:30,6.21415,-2.56404,5.98778,-32.07813,4.66807,3.3628,4.359,-0.1252,79.86108,-5.059055,2.931577,0.436292,,,,,,,,,,,,-1.10811,2.52709,2.37861,50,6.26616,-5.2651,-126.12719,0.86395,-1.79486,24.32344,-28.08074,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,2ebfd0b0-ff51-11ed-b453-ebf3d8e2a684,86.39261,,,6.967,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:19:25.70,2023-05-30T19:19:25.7078316-06:00,2023-05-31T01:19:25.7078316Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,14e9b419-ce0e-46cc-bdd7-ab325b298c49,54.50955,-126.99388,12.16172,6.21755,1.86451,-14.04037,2.56507,-5.20115,-0.89743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
15,2023-05-30,19:19:48.68,3,5,"Penrod, Zach",683068,Left,MIS_PAD,"Trammell, Brandon",8898958,Right,ROC_VIB,Undefined,1,Top,1,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,95.26613,-2.503749,3.360579,2451.880802,152.057398,11:00,6.49162,-2.28464,6.07476,-14.47426,16.19753,-8.06969,2.96332,0.1559,87.04776,-5.265461,1.910718,0.398603,,,,,,,,,,,,5.06969,9.32839,2.02857,50,6.2897,-7.74943,-138.0934,-6.47421,9.79447,30.60789,-14.15184,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,3c6d66f0-ff51-11ed-b453-ebf3d8e2a684,94.56126,,,8.21837,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:19:48.68,2023-05-30T19:19:48.6880300-06:00,2023-05-31T01:19:48.6880300Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,07a4cfd3-ab28-4964-99d9-f795a40bb054,54.42195,-139.07005,15.30394,6.48908,-6.02265,-7.07592,2.28083,-8.06195,4.89723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
16,2023-05-30,19:20:42.50,4,1,"Penrod, Zach",683068,Left,MIS_PAD,"Stroup, Dusty",1000115713,Right,ROC_VIB,Undefined,1,Top,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.31409,-2.423163,3.690043,2375.658485,156.773159,11:15,6.49188,-2.52068,6.31314,-14.61461,17.09922,-6.89945,3.03602,0.30802,85.23306,-5.228089,2.445815,0.405318,,,,,,,,,,,,4.61292,9.87658,2.25339,50,6.30688,-8.43473,-135.27019,-6.13088,8.5428,29.64621,-13.88335,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,5c82e730-ff51-11ed-b453-ebf3d8e2a684,92.99473,,,8.08103,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:20:42.50,2023-05-30T19:20:42.5027116-06:00,2023-05-31T01:20:42.5027116Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,08f1c9a9-f47b-4269-929e-14f2a6ad88c6,54.1839,-136.18406,14.8231,6.48927,-5.70291,-6.94168,2.51746,-8.69807,4.2714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
17,2023-05-30,19:21:01.78,4,2,"Penrod, Zach",683068,Left,MIS_PAD,"Stroup, Dusty",1000115713,Right,ROC_VIB,Undefined,1,Top,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.65028,-1.489774,2.616098,2402.580618,151.82273,11:00,6.43395,-2.52354,5.87046,-13.12572,18.14997,-9.18256,3.95462,-0.85713,86.28628,-4.012818,0.970995,0.402508,,,,,,,,,,,,5.39485,9.97658,2.31692,50,6.30557,-5.85285,-137.31113,-3.94654,10.29449,30.5515,-13.13673,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,680008e0-ff51-11ed-b453-ebf3d8e2a684,93.64391,,,8.364,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:21:01.78,2023-05-30T19:21:01.7831980-06:00,2023-05-31T01:21:01.7831980Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,5dce2c99-60d1-46c4-9659-09b2c11c253b,54.62566,-138.3365,15.27575,6.43063,-3.50564,-6.56836,2.51915,-6.19835,5.14725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
18,2023-05-30,19:21:22.40,4,3,"Penrod, Zach",683068,Left,MIS_PAD,"Stroup, Dusty",1000115713,Right,ROC_VIB,Undefined,1,Top,2,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.9301,-3.333468,4.360724,2451.371309,157.028989,11:15,6.35563,-2.25798,6.19286,-14.20406,16.53241,-6.60363,2.08205,1.22538,87.14909,-6.037681,3.174251,0.399023,,,,,,,,,,,,4.59583,9.7593,1.93242,50,6.09643,-10.20244,-137.44911,-8.44033,8.82999,29.23204,-13.42341,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,744ef980-ff51-11ed-b453-ebf3d8e2a684,94.4617,,,7.78101,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:21:22.40,2023-05-30T19:21:22.4001580-06:00,2023-05-31T01:21:22.4001580Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,ead83ac9-c8c5-4e2d-a0ca-571ab9070795,54.30581,-138.36182,14.61602,6.35342,-8.02122,-6.71171,2.25528,-10.47814,4.41499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
19,2023-05-30,19:21:42.52,4,4,"Penrod, Zach",683068,Left,MIS_PAD,"Stroup, Dusty",1000115713,Right,ROC_VIB,Undefined,1,Top,2,2,1,ChangeUp,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,85.96501,-2.547109,5.175531,1894.514803,125.033669,10:15,6.33766,-2.20929,6.51305,-25.66773,11.43934,-14.64182,1.85029,1.3327,78.94497,-7.367674,2.52959,0.438429,,,,,,,,,,,,9.12268,7.04823,1.85377,50,6.14805,-10.73988,-124.46896,-6.28659,14.34368,24.45662,-21.09205,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,8051ed00-ff51-11ed-b453-ebf3d8e2a684,85.97151,,,7.02004,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:21:42.52,2023-05-30T19:21:42.5271340-06:00,2023-05-31T01:21:42.5271340Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,da128721-d982-4421-adf4-17bb5491ae14,53.98622,-125.24976,12.22831,6.33801,-5.61322,-10.54603,2.20395,-11.19781,7.17184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
20,2023-05-30,19:22:01.91,4,5,"Penrod, Zach",683068,Left,MIS_PAD,"Stroup, Dusty",1000115713,Right,ROC_VIB,Undefined,1,Top,2,3,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,HomeRun,0,2,,95.27792,-2.877689,3.261158,2430.473708,153.429388,11:00,6.42022,-2.36597,6.13263,-12.66957,17.84828,-8.44815,2.69813,-0.05256,87.29631,-5.312073,1.741549,0.397602,106.3417,31.277749,-0.94123,3309.30078,109.98387,66.17485,1.85744,422.75351,421.83014,6.092187,5.882268,5.27174,10.3154,2.12122,50,6.19344,-7.5116,-138.16605,-7.31031,10.21953,29.96331,-12.17713,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,8bd96ef0-ff51-11ed-b453-ebf3d8e2a684,94.79942,111.3662,,7.98161,,,,1.69288,2.79097,0.0738,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:22:01.91,2023-05-30T19:22:01.9127340-06:00,2023-05-31T01:22:01.9127340Z,FlyBall,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,40ac8c60-c49d-4ce0-82fd-27453620d8ca,54.36621,-139.1097,14.98165,6.41763,-6.9268,-6.08857,2.36286,-7.83345,5.10976,197.220431,1.69909,133.17679,-27.13674,6.30897,-1.15267,0.15765,-0.01601,0.0012,-5E-05,2.78903,80.99619,-16.52359,0.46701,0.12106,-0.07494,0.01939,-0.0024,0.00011,0.07282,-2.17251,5.43908,-1.63809,0.36889,-0.05917,0.00605,-0.00035,1E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
21,2023-05-30,19:22:45.63,5,1,"Penrod, Zach",683068,Left,MIS_PAD,"Petersen, Casey",1000248749,Right,ROC_VIB,Undefined,1,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,95.48699,-1.156926,3.818692,2340.659307,162.390247,11:30,6.52519,-2.26826,6.23138,-13.38898,17.03741,-5.09299,4.33962,0.83544,86.90011,-3.740762,2.902266,0.397006,,,,,,,,,,,,3.71894,9.44256,1.98531,50,6.43179,-9.01582,-138.43082,-3.16242,7.19594,31.721,-13.90309,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,a5f45340-ff51-11ed-b453-ebf3d8e2a684,94.9418,,,8.58688,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:22:45.63,2023-05-30T19:22:45.6316972-06:00,2023-05-31T01:22:45.6316972Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,0fab4f56-7d52-47a5-b2a3-0cfff28448fd,54.26463,-139.40463,15.8605,6.52232,-2.73562,-6.95154,2.26548,-9.23673,3.59797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
22,2023-05-30,19:22:56.38,5,2,"Penrod, Zach",683068,Left,MIS_PAD,"Petersen, Casey",1000248749,Right,ROC_VIB,Undefined,1,Top,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.37692,-0.999937,2.9498,2341.274242,164.442637,11:30,6.51856,-2.07402,6.12485,-13.39013,17.7504,-4.66654,4.47706,0.2663,86.10199,-3.580198,2.110447,0.401638,,,,,,,,,,,,3.21142,9.71627,1.85055,50,6.43476,-6.85032,-136.95295,-2.7547,6.09934,30.24409,-13.72039,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,ac4f85c0-ff51-11ed-b453-ebf3d8e2a684,93.84687,,,8.27493,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:22:56.38,2023-05-30T19:22:56.3872812-06:00,2023-05-31T01:22:56.3872812Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,8f58bce4-61c5-48dc-a164-53012c3c9ec9,54.37098,-137.91483,15.12204,6.51543,-2.31833,-6.8602,2.0715,-7.04431,3.04967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
23,2023-05-30,19:23:09.22,5,3,"Penrod, Zach",683068,Left,MIS_PAD,"Petersen, Casey",1000248749,Right,ROC_VIB,Undefined,1,Top,2,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.99268,-1.80213,3.431282,2366.93415,162.300863,11:30,6.40371,-2.51006,6.18984,-14.26233,17.12477,-5.14244,3.54781,0.23317,85.75957,-4.540019,2.505826,0.403225,,,,,,,,,,,,3.61862,9.66855,2.25376,50,6.26029,-7.95085,-136.30463,-4.69062,6.80062,30.2544,-14.00369,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,b3f316c0-ff51-11ed-b453-ebf3d8e2a684,93.47755,,,8.23311,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:23:09.22,2023-05-30T19:23:09.2254252-06:00,2023-05-31T01:23:09.2254252Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,00c5e334-13f3-4131-b8af-95a11675cb1a,54.30678,-137.25725,15.1272,6.40104,-4.24969,-7.00184,2.50748,-8.16498,3.40031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
24,2023-05-30,19:23:22.36,5,4,"Penrod, Zach",683068,Left,MIS_PAD,"Petersen, Casey",1000248749,Right,ROC_VIB,Undefined,1,Top,2,3,0,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,93.25163,-0.593796,2.777575,2337.839644,163.696151,11:30,6.35866,-2.52851,6.30607,-14.9143,16.70765,-4.59815,4.56811,-0.35088,85.18714,-3.459213,1.947462,0.40473,,,,,,,,,,,,3.14067,9.13414,2.32677,50,6.30762,-6.37426,-135.41091,-1.80961,5.83708,29.29678,-15.19787,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,bbcafe30-ff51-11ed-b453-ebf3d8e2a684,93.12975,,,8.06449,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:23:22.36,2023-05-30T19:23:22.3653420-06:00,2023-05-31T01:23:22.3653420Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,6b430897-f602-4008-aaeb-c277745d4f1f,54.19021,-136.31446,14.64839,6.3562,-1.34089,-7.59894,2.52614,-6.55428,2.91854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
25,2023-05-30,19:23:59.53,6,1,"Penrod, Zach",683068,Left,MIS_PAD,"Barfield, Jacob",806460,Right,ROC_VIB,Undefined,1,Top,2,0,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Error,0,0,,91.85846,-2.669768,2.939451,2219.531997,165.111112,11:30,6.46521,-2.15605,5.94265,-15.16237,17.94123,-4.49063,2.7202,0.19869,84.10008,-5.554154,2.134309,0.414104,78.62149,-22.35419,-49.689267,,,,,9.23181,4.02826,-36.246789,0.065184,3.1328,10.28898,1.92437,50,6.24372,-6.6509,-133.20393,-6.66657,5.63418,28.34937,-13.66982,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,d1f23a20-ff51-11ed-b453-ebf3d8e2a684,91.02173,2.86796,,7.75838,,,,2.93354,2.86796,-0.14043,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:23:59.53,2023-05-30T19:23:59.5341868-06:00,2023-05-31T01:23:59.5341868Z,GroundBall,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,8cd90f88-9c78-48a7-95f5-23150654611e,54.55594,-134.17006,14.17469,6.46298,-6.20071,-6.83491,2.1543,-6.84291,2.81709,,2.9312,69.21498,,,,,,,,2.86944,-43.99784,,,,,,,,-0.13768,-81.58451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
26,2023-05-30,19:24:44.09,7,1,"Penrod, Zach",683068,Left,MIS_PAD,"Maxwell, Carson",688109,Right,ROC_VIB,Undefined,1,Top,2,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.57446,-0.641721,2.794177,2253.588032,235.468062,1:45,6.18573,-2.62137,6.06411,-35.68636,3.82725,3.90618,2.61725,0.29209,77.30784,-7.221287,3.496712,0.452423,,,,,,,,,,,,-1.28945,2.50709,2.40256,50,6.11689,-6.07519,-121.41159,-2.50669,-1.93746,22.29476,-28.407,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,ec8c1270-ff51-11ed-b453-ebf3d8e2a684,83.31236,,,6.26662,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:24:44.09,2023-05-30T19:24:44.0965164-06:00,2023-05-31T01:24:44.0965164Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,c3b6523f-1a74-472c-969f-8a5ce08ffa07,54.43438,-122.22316,11.14738,6.18932,-1.47262,-14.2035,2.62242,-6.00467,-0.96873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
27,2023-05-30,19:25:00.49,7,2,"Penrod, Zach",683068,Left,MIS_PAD,"Maxwell, Carson",688109,Right,ROC_VIB,Undefined,1,Top,2,0,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,93.81571,-1.406787,3.579786,2301.070528,167.345966,11:30,6.46092,-2.37071,6.04916,-14.78379,16.85607,-3.55914,3.92384,0.65089,85.68263,-4.230762,2.941284,0.404845,,,,,,,,,,,,2.81276,9.35693,2.09373,50,6.34315,-8.35264,-136.02683,-3.77314,5.27276,29.69698,-14.6336,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,f64786f0-ff51-11ed-b453-ebf3d8e2a684,93.10346,,,8.13308,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:25:00.49,2023-05-30T19:25:00.4938796-06:00,2023-05-31T01:25:00.4938796Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,2a5cf2b8-1efe-40d1-9fd3-c0a0fc3ecb46,54.44694,-136.99424,14.84849,6.4583,-3.29643,-7.3168,2.36862,-8.5244,2.63638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
28,2023-05-30,19:25:21.25,7,3,"Penrod, Zach",683068,Left,MIS_PAD,"Maxwell, Carson",688109,Right,ROC_VIB,Undefined,1,Top,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,96.132,-1.500289,3.256232,2366.466846,168.84202,11:45,6.68433,-2.14955,6.17003,-13.09205,16.84658,-3.13835,4.20509,0.59965,87.89384,-4.016076,2.691596,0.39381,,,,,,,,,,,,2.50567,9.39493,1.90439,50,6.56367,-7.79576,-139.47496,-4.02261,4.94382,30.89358,-13.63749,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,02a1e940-ff52-11ed-b453-ebf3d8e2a684,95.71213,,,8.23816,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:25:21.25,2023-05-30T19:25:21.2560940-06:00,2023-05-31T01:25:21.2560940Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,30ac7741-bc87-40b4-afec-19a5abb80eec,54.32649,-140.43,15.44679,6.68151,-3.60101,-6.81875,2.14775,-7.9486,2.47191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
